ID,Company Id,Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares
G5129,G006,BLND,BLEND LABS INC,CMN,09352U108,317,0,220155
G3016,G006,OFG,OFG BANCORP,CMN,67103X102,6070,0,220262
G5837,G006,CMCAW,CAPITALWORKS EMNG MKTS ACQST,WTS,G1889L126,4,0,220449
G1125,G006,WSO,WATSCO INC,CMN,942622200,55032,0,220659
G2868,G006,RYN,RAYONIER INC,CMN,754907103,7288,0,221130
G5162,G006,DM,DESKTOP METAL INC,CMN,25058X105,300,0,221244
G4048,G006,BRY,BERRY CORP,CMN,08579X101,1773,0,221676
G5873,G006,NA-306,WORLDWIDE WEBB ACQUISITION C,WTS,G97775111,2,0,222121
G1829,G006,RL,RALPH LAUREN CORP,CMN,751212101,23477,0,222178
G3345,G006,ADTN,ADTRAN HOLDINGS INC,CMN,00486H105,4175,0,222230
G1628,G006,MIDD,MIDDLEBY CORP,CMN,596278101,29776,0,222381
G2994,G006,BROS,DUTCH BROS INC,CMN,26701L100,6269,0,222389
G3254,G006,JRVR,JAMES RIV GROUP LTD,CMN,G5005R107,4658,0,222798
G3896,G006,GGAL,GRUPO FINANCIERO GALICIA S.A,CMN,399909100,2171,0,223131
G2398,G006,EWY,ISHARES INC,CMN,464286772,12603,0,223153
G3191,G006,SQSP,SQUARESPACE INC,CMN,85225A107,4972,0,224301
G5799,G006,CRECW,CRESCERA CAP ACQUISITION COR,WTS,G26507114,6,0,224379
G5049,G006,LDI,LOANDEPOT INC,CMN,53946R106,370,0,224452
G2126,G006,DIOD,DIODES INC,CMN,254543101,17092,0,224489
G2662,G006,OPY,OPPENHEIMER HLDGS INC,CMN,683797104,9508,0,224635
G4098,G006,COMM,COMMSCOPE HLDG CO INC,CMN,20337X109,1653,0,225000
G5816,G006,NA-294,FINNOVATE ACQUISITION CORP,WTS,G3R34K111,5,0,225000
G1887,G006,FXE,INVESCO CURRENCYSHARES EURO,CMN,46138K103,22230,0,225009
G4062,G006,TCN.TO,TRICON RESIDENTIAL INC,CMN,89612W102,1736,0,225174
G1997,G006,OSK,OSHKOSH CORP,CMN,688239201,19871,0,225322
G819,G006,INTU,INTUIT,CMN,461202103,87730,0,225400
G2608,G006,ATRC,ATRICURE INC,CMN,04963C209,10006,0,225480
G2477,G006,AYX,ALTERYX INC,CMN,02156B103,11426,0,225512
G2489,G006,SRCL,STERICYCLE INC,CMN,858912108,11274,0,225984
G3598,G006,WU,WESTERN UN CO,CMN,959802109,3121,0,226700
G2584,G006,DKL,DELEK LOGISTICS PARTNERS LP,CMN,24664T103,10268,0,226924
G2578,G006,TFI,SPDR SER TR,CMN,78468R721,10361,0,227125
G5724,G006,ENCPW,ENERGEM CORP,WTS,G30449121,17,0,227390
G2507,G006,SLVM,SYLVAMO CORP,CMN,871332102,11077,0,227978
G4112,G006,VIV1N.MX,TELEFONICA BRASIL SA,CMN,87936R205,1632,0,228328
G1821,G006,CELH,CELSIUS HLDGS INC,CMN,15118V207,23762,0,228397
G866,G006,MPWR,MONOLITHIC PWR SYS INC,CMN,609839105,81003,0,229076
G3121,G006,ALRS,ALERUS FINL CORP,CMN,01446U103,5357,0,229437
G845,G006,LLY,LILLY ELI & CO,CMN,532457108,83960,0,229500
G3826,G006,GGAAU,GENESIS GRWT TECH ACQUSTN CO,UNT,G3R23D110,2391,0,229557
G5899,G006,NA-312,JACKSON ACQUISITION CO,WTS,46653C114,1,0,230182
G2882,G006,BOX,BOX INC,CMN,10316T104,7178,0,230600
G4194,G006,VTNR,VERTEX ENERGY INC,CMN,92534K107,1430,0,230735
G4130,G006,LOMA,LOMA NEGRA C I A S A MTN 14,CMN,5.42E+108,1581,0,230819
G1430,G006,WEX,WEX INC,CMN,96208T104,37802,0,230998
G3485,G006,MAG.TO,MAG SILVER CORP,CMN,55903Q104,3611,0,231033
G5798,G006,ALORW,ALSP ORCHID ACQUISITION CORP,WTS,G0231L123,6,0,231053
G3413,G006,KELYA,KELLY SVCS INC,CMN,488152208,3913,0,231589
G3840,G006,NA-124,LEGATO MERGER CORP II,CMN,52473Y104,2341,0,231620
G3872,G006,JELD,JELD-WEN HLDG INC,CMN,47580P103,2235,0,231638
G5574,G006,MULN,MULLEN AUTOMOTIVE INC,CMN,62526P109,66,0,231697
G4329,G006,PANL,PANGAEA LOGISTICS SOLUTION L,CMN,G6891L105,1195,0,232106
G2842,G006,APPN,APPIAN CORP,CMN,03782L101,7569,0,232481
G4528,G006,RKLB,ROCKET LAB USA INC,CMN,773122106,876,0,232589
G1578,G006,SLAB,SILICON LABORATORIES INC,CMN,826919102,31584,0,232807
G2818,G006,ENR,ENERGIZER HLDGS INC NEW,CMN,29272W109,7823,0,233178
G2429,G006,RUSHA,RUSH ENTERPRISES INC,CMN,781846209,12201,0,233390
G4154,G006,AMPS,ALTUS POWER INC,CMN,02217A102,1522,0,233570
G2919,G006,CVGW,CALAVO GROWERS INC,CMN,128246105,6867,0,233572
G2042,G006,JBSS,SANFILIPPO JOHN B & SON INC,CMN,800422107,19034,0,234075
G2026,G006,VOX,VANGUARD WORLD FDS,CMN,92204A884,19256,0,234117
G2014,G006,TECH,BIO-TECHNE CORP,CMN,09073M104,19462,0,234829
G3838,G006,BSAQ,BLACK SPADE ACQUISITION CO,CMN,G11537100,2352,0,235030
G3141,G006,CWH,CAMPING WORLD HLDGS INC,CMN,13462K109,5248,0,235167
G1336,G006,MRNA,MODERNA INC,CMN,60770K107,42264,0,235300
G2522,G006,ENTA,ENANTA PHARMACEUTICALS INC,CMN,29251M106,10952,0,235446
G4231,G006,GILT,GILAT SATELLITE NETWORKS LTD,CMN,M51474118,1371,0,236440
G5412,G006,SOLO,ELECTRAMECCANICA VEHS CORP,CMN,284849205,142,0,236578
G4818,G006,SMRT,SMARTRENT INC,CMN,83193G107,575,0,236808
G2051,G006,ZD,ZIFF DAVIS INC,CMN,48123V102,18765,0,237241
G1721,G006,QUAL,ISHARES TR,CMN,46432F339,27047,0,237346
G3744,G006,WWW,WOLVERINE WORLD WIDE INC,CMN,978097103,2600,0,237896
G2420,G006,SLGN,SILGAN HOLDINGS INC,CMN,827048109,12333,0,237911
G2170,G006,AZN,ASTRAZENECA PLC,CMN,46353108,16136,0,238000
G3111,G006,TSE,TRINSEO PLC,CMN,G9059U107,5405,0,238039
G1642,G006,FDN,FIRST TR EXCHANGE-TRADED FD,CMN,3.37E+306,29328,0,238153
G2684,G006,DT,DYNATRACE INC,CMN,268150109,9161,0,239200
G2438,G006,KFY,KORN FERRY,CMN,500643200,12135,0,239745
G4719,G006,FSP,FRANKLIN STR PPTYS CORP,CMN,35471R106,654,0,239869
G966,G006,MKTX,MARKETAXESS HLDGS INC,CMN,57060D108,66899,0,239879
G3727,G006,BLNK,BLINK CHARGING CO,CMN,09354A100,2634,0,240153
G3810,G006,JCIC,JACK CREEK INVESTMENT CORP,CMN,G4989X115,2434,0,240302
G2847,G006,SBCF,SEACOAST BKG CORP FLA,CMN,811707801,7495,0,240323
G2458,G006,DASH,DOORDASH INC,CMN,25809K105,11741,0,240500
G3178,G006,USM,UNITED STATES CELLULAR CORP,CMN,911684108,5016,0,240593
G2036,G006,UFPI,UFP INDUSTRIES INC,CMN,90278Q108,19073,0,240677
G3824,G006,BRIV,B RILEY PRIN 250 MERGER CORP,CMN,05602L104,2398,0,240795
G4926,G006,NUVB,NUVATION BIO INC,CMN,67080N101,463,0,241150
G2771,G006,MCY,MERCURY GENL CORP NEW,CMN,589400100,8253,0,241327
G3871,G006,AVXL,ANAVEX LIFE SCIENCES CORP,CMN,32797300,2236,0,241500
G4052,G006,PNT,POINT BIOPHARMA GLOBAL INC,CMN,730541109,1761,0,241651
G3818,G006,CCV,CHURCHILL CAPITAL CORP V,CMN,17144T107,2402,0,241687
G1540,G006,CHRD,CHORD ENERGY CORPORATION,CMN,674215207,33071,0,241731
G4306,G006,TLS,TELOS CORP MD,CMN,87969B101,1231,0,241860
G2087,G006,CRUS,CIRRUS LOGIC INC,CMN,172755100,18019,0,241936
G958,G006,MUSA,MURPHY USA INC,CMN,626755102,67657,0,242031
G5874,G006,VHNAW,VAHANNA TECH EDGE ACQSTN I C,WTS,G9320Z117,2,0,242040
G2617,G006,JKS,JINKOSOLAR HLDG CO LTD,CMN,47759T100,9913,0,242493
G3421,G006,NREF,NEXPOINT REAL ESTATE FIN INC,CMN,65342V101,3855,0,242637
G4340,G006,AVIR,ATEA PHARMACEUTICALS INC,CMN,04683R106,1169,0,243217
G2311,G006,SPT,SPROUT SOCIAL INC,CMN,85209W109,13736,0,243300
G2887,G006,VRDN,VIRIDIAN THERAPEUTICS INC,CMN,92790C104,7117,0,243674
G1351,G006,EXLS,EXLSERVICE HOLDINGS INC,CMN,302081104,41295,0,243730
G2104,G006,BC,BRUNSWICK CORP,CMN,117043109,17629,0,244585
G2172,G006,ESGV,VANGUARD WORLD FD,CMN,921910733,16131,0,244931
G3788,G006,CSLM,CONSILIUM ACQUISITN CORP I L,CMN,G2365L101,2481,0,245000
G3779,G006,BMAC,BLACK MOUNTAIN ACQ CORP,CMN,09216A108,2499,0,245032
G2329,G006,VONG,VANGUARD SCOTTSDALE FDS,CMN,92206C680,13514,0,245185
G2512,G006,SPLG,SPDR SER TR,CMN,78464A854,11038,0,245409
G1413,G006,BLD,TOPBUILD CORP,CMN,89055F103,38409,0,245443
G1598,G006,WCC,WESCO INTL INC,CMN,95082P105,30768,0,245758
G1974,G006,PZZA,PAPA JOHNS INTL INC,CMN,698813102,20261,0,246162
G4213,G006,LGF-A,LIONS GATE ENTMNT CORP,CMN,535919401,1406,0,246268
G3772,G006,JGGC,JAGUAR GLOBAL GROWTH CORP I,CMN,G5S11A106,2520,0,246576
G2529,G006,RDVY,FIRST TR EXCHANGE-TRADED FD,CMN,33738R506,10839,0,246798
G3054,G006,CSTL,CASTLE BIOSCIENCES INC,CMN,14843C105,5810,0,246856
G1279,G006,FLT,FLEETCOR TECHNOLOGIES INC,CMN,339041105,45404,0,247192
G5170,G006,MMAT,META MATERIALS INC,CMN,59134N104,294,0,247205
G2464,G006,ESAB,ESAB CORPORATION,CMN,29605J106,11611,0,247464
G2535,G006,GNMA,ISHARES TR,CMN,46429B333,10767,0,247495
G1618,G006,VDE,VANGUARD WORLD FDS,CMN,92204A306,30092,0,248123
G2717,G006,COIN,COINBASE GLOBAL INC,CMN,19260Q107,8783,0,248200
G1058,G006,CAT,CATERPILLAR INC,CMN,149123101,59482,0,248300
G5829,G006,APXIW,APX ACQUISITION CORP I,WTS,G0440J125,4,0,248532
G1352,G006,AXON,AXON ENTERPRISE INC,CMN,05464C101,41274,0,248748
G2009,G006,HAE,HAEMONETICS CORP MASS,CMN,405024100,19568,0,248803
G3258,G006,RMAX,RE MAX HLDGS INC,CMN,75524W108,4642,0,249083
G2753,G006,LUV,SOUTHWEST AIRLS CO,CMN,844741108,8390,0,249200
G2927,G006,INT,WORLD FUEL SVCS CORP,CMN,981475106,6811,0,249222
G3218,G006,OSTK,OVERSTOCK COM INC DEL,CMN,690370101,4825,0,249240
G2788,G006,HCCI,HERITAGE CRYSTAL CLEAN INC,CMN,42726M106,8096,0,249275
G5834,G006,TLGYW,TLGY ACQUISITION CORPORATION,WTS,G8656T125,4,0,249343
G4920,G006,ACHR,ARCHER AVIATION INC,CMN,03945R102,466,0,249468
G1945,G006,UMBF,UMB FINL CORP,CMN,902788108,20851,0,249664
G4561,G006,RAD,RITE AID CORP,CMN,767754872,834,0,249773
G5811,G006,NA-292,BANYAN ACQUISITION CORPORATI,WTS,06690B115,6,0,249850
G2577,G006,EBAY,EBAY INC.,CMN,278642103,10367,0,250000
G5722,G006,HYMCW,HYCROFT MINING HOLDING CORP,WTS,44862P117,18,0,250000
G3900,G006,ARKO,ARKO CORP,CMN,41242108,2168,0,250414
G3781,G006,KVSC,KHOSLA VENTURES ACQUT CO III,CMN,482506102,2493,0,250520
G2335,G006,BCO,BRINKS CO,CMN,109696104,13463,0,250677
G2286,G006,NEWR,NEW RELIC INC,CMN,64829B100,14158,0,250815
G4464,G006,WW,WW INTL INC,CMN,98262P101,968,0,250910
G3765,G006,MACA,MORINGA ACQUISITION CORP,CMN,G6S23K108,2527,0,250993
G3671,G006,VIXY,PROSHARES TR II,CMN,74347Y854,2856,0,251000
G2206,G006,DLN,WISDOMTREE TR,CMN,97717W307,15565,0,251252
G3670,G006,DKNG,DRAFTKINGS INC NEW,CMN,26142V105,2864,0,251500
G3775,G006,LITT,LOGISTICS INNOVTN TECHNLGS C,CMN,54141L100,2504,0,251628
G2850,G006,APAM,ARTISAN PARTNERS ASSET MGMT,CMN,04316A108,7483,0,251956
G2952,G006,NCNO,NCINO INC,CMN,63947X101,6662,0,251969
G820,G006,DPZ,DOMINOS PIZZA INC,CMN,25754A201,87447,0,252446
G2626,G006,KB,KB FINL GROUP INC,CMN,48241A105,9765,0,252601
G2448,G006,NEM,NEWMONT CORP,CMN,651639106,11941,0,253000
G3643,G006,AVO,MISSION PRODUCE INC,CMN,60510V108,2942,0,253261
G2197,G006,ENV,ENVESTNET INC,CMN,29404K106,15641,0,253517
G2230,G006,NWE,NORTHWESTERN CORP,CMN,668074305,15074,0,254035
G3741,G006,ULCC,FRONTIER GROUP HLDGS INC,CMN,35909R108,2609,0,254087
G3118,G006,ARNC,ARCONIC CORPORATION,CMN,03966V107,5380,0,254262
G1627,G006,SITE,SITEONE LANDSCAPE SUPPLY INC,CMN,82982L103,29840,0,254350
G3140,G006,M,MACYS INC,CMN,55616P104,5253,0,254400
G1040,G006,CAT,CATERPILLAR INC,CMN,149123101,61039,0,254800
G1827,G006,LGIH,LGI HOMES INC,CMN,50187T106,23600,0,254866
G2214,G006,TCBI,TEXAS CAP BANCSHARES INC,CMN,88224Q107,15374,0,254920
G4109,G006,PLTR,PALANTIR TECHNOLOGIES INC,CMN,69608A108,1637,0,255000
G4002,G006,HTZWW,HERTZ GLOBAL HLDGS INC,WTS,42806J148,1908,0,256046
G2786,G006,MDC,M D C HLDGS INC,CMN,552676108,8115,0,256808
G3164,G006,MOD,MODINE MFG CO,CMN,607828100,5104,0,257019
G1536,G006,XLY,SELECT SECTOR SPDR TR,CMN,81369Y407,33219,0,257200
G3623,G006,ASPN,ASPEN AEROGELS INC,CMN,04523Y105,3036,0,257550
G2734,G006,CHEF,CHEFS WHSE INC,CMN,163086101,8595,0,258287
G3640,G006,AHH,ARMADA HOFFLER PPTYS INC,CMN,04208T108,2975,0,258696
G4067,G006,GLOP,GASLOG PARTNERS LP,CMN,Y2687W108,1723,0,258787
G3724,G006,NETC,NABORS ENERGY TRANSITION COR,CMN,629567108,2657,0,258793
G5678,G006,NA-261,ANTHEMIS DIGITAL ACQUISITION,WTS,G03959114,28,0,258909
G2162,G006,OXY,OCCIDENTAL PETE CORP,CMN,674599105,16314,0,259000
G3604,G006,AAN,THE AARONS COMPANY INC,CMN,00258W108,3098,0,259266
G5786,G006,NA-287,ESGEN ACQUISITION CORP,WTS,G3R95N111,8,0,259710
G3373,G006,AMCX,AMC NETWORKS INC,CMN,00164V103,4070,0,259758
G2185,G006,HAS,HASBRO INC,CMN,418056107,15856,0,259900
G2795,G006,AR,ANTERO RESOURCES CORP,CMN,03674X106,8057,0,260000
G1719,G006,TTWO,TAKE-TWO INTERACTIVE SOFTWAR,CMN,874054109,27073,0,260000
G828,G006,DIA,SPDR DOW JONES INDL AVERAGE,CMN,78467X109,86311,0,260500
G3705,G006,ABST.TO,ABSOLUTE SOFTWARE CORP,CMN,00386B109,2720,0,260626
G3728,G006,NRAC,NOBLE ROCK ACQUISITION CORP,CMN,G6546R101,2633,0,260694
G1883,G006,ABNB,AIRBNB INC,CMN,9066101,22289,0,260700
G3034,G006,XPOF,XPONENTIAL FITNESS INC,CMN,98422X101,5985,0,261048
G3954,G006,ACCD,ACCOLADE INC,CMN,4.37E+104,2034,0,261200
G3559,G006,ENVX,ENOVIX CORPORATION,CMN,293594107,3254,0,261619
G4496,G006,RLMD,RELMADA THERAPEUTICS INC,CMN,75955J402,913,0,261709
G2791,G006,NOG,NORTHERN OIL AND GAS INC MN,CMN,665531307,8076,0,262040
G2601,G006,MC,MOELIS & CO,CMN,60786M105,10098,0,263184
G965,G006,BDX,BECTON DICKINSON & CO,CMN,75887109,66957,0,263300
G3709,G006,OCAX,OCA ACQUISITION CORP,CMN,670865104,2704,0,263303
G1963,G006,MDT,MEDTRONIC PLC,CMN,G5960L103,20471,0,263400
G3951,G006,LZ,LEGALZOOM COM INC,CMN,52466B103,2038,0,263415
G3711,G006,ALOR,ALSP ORCHID ACQUISITION CORP,CMN,G0231L107,2697,0,263474
G3445,G006,LSPD.TO,LIGHTSPEED COMMERCE INC,CMN,53229C107,3768,0,263564
G3067,G006,RFP,RESOLUTE FST PRODS INC,CMN,76117W109,5690,0,263581
G2021,G006,DDOG,DATADOG INC,CMN,23804L103,19381,0,263700
G1588,G006,CPK,CHESAPEAKE UTILS CORP,CMN,165303108,31189,0,263913
G1122,G006,RBC,RBC BEARINGS INC,CMN,75524B104,55303,0,264169
G2625,G006,MRVL,MARVELL TECHNOLOGY INC,CMN,573874104,9785,0,264200
G3774,G006,ADEA,ADEIA INC,CMN,00676P107,2507,0,264474
G4137,G006,SPNT,SIRIUSPOINT LTD,CMN,G8192H106,1561,0,264579
G2352,G006,ALRM,ALARM COM HLDGS INC,CMN,11642105,13105,0,264860
G3720,G006,IGAC,IG ACQUISITION CORP,CMN,449534106,2663,0,265000
G2988,G006,IBCP,INDEPENDENT BK CORP MICH,CMN,453838609,6346,0,265323
G5710,G006,NA-270,LAMF GLOBAL VENTURES CORP I,WTS,G5338L124,21,0,265829
G1960,G006,AXSM,AXSOME THERAPEUTICS INC,CMN,05464T104,20504,0,265839
G5638,G006,SFT,SHIFT TECHNOLOGIES INC,CMN,82452T107,39,0,265975
G4874,G006,LXRX,LEXICON PHARMACEUTICALS INC,CMN,528872302,508,0,266357
G5728,G006,ACABW,ATLANTIC COASTAL AQSTN CORP,WTS,04845A116,17,0,266600
G2524,G006,XPH,SPDR SER TR,CMN,78464A722,10921,0,266700
G3301,G006,SMLP,SUMMIT MIDSTREAM PARTNERS LP,CMN,866142409,4450,0,266815
G2848,G006,AMPH,AMPHASTAR PHARMACEUTICALS IN,CMN,03209R103,7488,0,267267
G1808,G006,POST,POST HLDGS INC,CMN,737446104,24129,0,267333
G4749,G006,HYLN,HYLIION HOLDINGS CORP,CMN,449109107,625,0,267482
G5360,G006,FLME/WS,FLAME ACQUISITION CORP,WTS,33850F116,173,0,267503
G4184,G006,GTHX,G1 THERAPEUTICS INC,CMN,3621LQ109,1454,0,267822
G1227,G006,MRNA,MODERNA INC,CMN,60770K107,48138,0,268000
G2526,G006,0FUT.IL,FUTU HLDGS LTD,CMN,36118L106,10895,0,268032
G2924,G006,DOCN,DIGITALOCEAN HLDGS INC,CMN,25402D102,6830,0,268166
G4447,G006,ROVR,ROVER GROUP INC,CMN,77936F103,988,0,269228
G2008,G006,PB,PROSPERITY BANCSHARES INC,CMN,743606105,19618,0,269930
G2064,G006,ALC.SW,ALCON AG,CMN,H01301128,18508,0,270000
G1439,G006,AGCO,AGCO CORP,CMN,1084102,37449,0,270026
G4227,G006,JQC,NUVEEN CR STRATEGIES INCOME,CMN,67073D102,1375,0,270218
G1964,G006,THO,THOR INDS INC,CMN,885160101,20422,0,270528
G4313,G006,CAMP,CALAMP CORP,CMN,128126109,1212,0,270537
G2243,G006,CALM,CAL MAINE FOODS INC,CMN,128030202,14737,0,270664
G2013,G006,BMY,BRISTOL-MYERS SQUIBB CO,CMN,110122108,19476,0,270700
G995,G006,LII,LENNOX INTL INC,CMN,526107107,64811,0,270917
G2362,G006,STN.TO,STANTEC INC,CMN,85472N109,12993,0,271030
G2366,G006,TDIV,FIRST TR EXCHANGE-TRADED FD,CMN,33738R118,12968,0,271421
G1756,G006,SYNA,SYNAPTICS INC,CMN,87157D109,25834,0,271483
G3712,G006,TWCB,BILANDER ACQUISITION CORP,CMN,09001T106,2697,0,272429
G2120,G006,BFAM,BRIGHT HORIZONS FAM SOL IN D,CMN,109194100,17196,0,272528
G1722,G006,EXPO,EXPONENT INC,CMN,30214U102,27007,0,272558
G3795,G006,SRRK,SCHOLAR ROCK HLDG CORP,CMN,80706P103,2466,0,272589
G1991,G006,NVCR,NOVOCURE LTD,CMN,G6674U108,19997,0,272633
G2574,G006,RETA,REATA PHARMACEUTICALS INC,CMN,75615P103,10379,0,273218
G3160,G006,CWAN,CLEARWATER ANALYTICS HLDGS I,CMN,185123106,5127,0,273453
G705,G006,DECK,DECKERS OUTDOOR CORP,CMN,243537107,109275,0,273763
G5869,G006,DHCAW,DHC ACQUISITION CORP,WTS,G2758T117,2,0,273919
G1366,G006,MASI,MASIMO CORP,CMN,574795100,40546,0,274056
G3679,G006,DSGN,DESIGN THERAPEUTICS INC,CMN,25056L103,2816,0,274471
G2716,G006,NA-076,GOLDMAN SACHS ETF TR,CMN,38149W762,8789,0,274487
G3839,G006,SG,SWEETGREEN INC,CMN,87043Q108,2352,0,274507
G1710,G006,TLT,ISHARES TR,CMN,464287432,27339,0,274600
G1835,G006,ITOT,ISHARES TR,CMN,464287150,23304,0,274813
G3501,G006,DRS,LEONARDO DRS INC,CMN,52661A108,3512,0,274839
G1573,G006,PAYX,PAYCHEX INC,CMN,704326107,31779,0,275000
G5792,G006,HERAW,FTAC HERA ACQUISITION CORP,WTS,G3728Y111,7,0,275262
G5685,G006,UTAAW,UTA ACQUISITION CORPORATION,WTS,G9473A117,27,0,275776
G1072,G006,AMT,AMERICAN TOWER CORP NEW,CMN,03027X100,58558,0,276400
G2647,G006,SHOP,SHOPIFY INC,CMN,82509L107,9604,0,276700
G2812,G006,TBBK,BANCORP INC DEL,CMN,05969A105,7871,0,277352
G3783,G006,AROC,ARCHROCK INC,CMN,03957W106,2491,0,277420
G3688,G006,PMGM,PRIVETERRA ACQUISITION CORP,CMN,74275N102,2788,0,277496
G969,G006,MTN,VAIL RESORTS INC,CMN,91879Q109,66544,0,279190
G3283,G006,HAIN,HAIN CELESTIAL GROUP INC,CMN,405217100,4518,0,279265
G5704,G006,NA-268,SELINA HOSPITALITY PLC,WTS,G8059B119,22,0,279480
G3354,G006,ARQT,ARCUTIS BIOTHERAPEUTICS INC,CMN,03969K108,4139,0,279665
G3797,G006,IAS,INTEGRAL AD SCIENCE HLDNG CO,CMN,45828L108,2460,0,279884
G2516,G006,CFG,CITIZENS FINL GROUP INC,CMN,174610105,11023,0,280000
G3361,G006,CPNG,COUPANG INC,CMN,22266T109,4118,0,280000
G1830,G006,GE,GENERAL ELECTRIC CO,CMN,369604301,23461,0,280000
G4244,G006,OSUR,ORASURE TECHNOLOGIES INC,CMN,68554V108,1351,0,280301
G4349,G006,TUP,TUPPERWARE BRANDS CORP,CMN,899896104,1161,0,280526
G1189,G006,CVX,CHEVRON CORP NEW,CMN,166764100,50364,0,280600
G998,G006,IEX,IDEX CORP,CMN,45167R104,64092,0,280702
G5767,G006,NA-281,SEAPORT CALIBRE MATLS ACQUIS,WTS,812204113,9,0,280747
G2870,G006,ARGO,ARGO GROUP INTL HLDGS LTD,CMN,G0464B107,7260,0,280880
G1384,G006,WMT,WALMART INC,CMN,931142103,39828,0,280900
G4022,G006,UMC,UNITED MICROELECTRONICS CORP,CMN,910873405,1835,0,281100
G2150,G006,BLKB,BLACKBAUD INC,CMN,09227Q100,16582,0,281728
G3589,G006,BGS,B & G FOODS INC NEW,CMN,05508R106,3142,0,281810
G3682,G006,NA-121,HEALTHWELL ACQUISITION CORP,CMN,42227R109,2801,0,282693
G5053,G006,BOLT,BOLT BIOTHERAPEUTICS INC,CMN,97702104,367,0,283028
G3256,G006,HOLI,HOLLYSYS AUTOMATION TCHNGY L,CMN,G45667105,4653,0,283217
G2500,G006,XENE,XENON PHARMACEUTICALS INC,CMN,98420N105,11180,0,283541
G2023,G006,ONTO,ONTO INNOVATION INC,CMN,683344105,19323,0,283800
G4090,G006,CCCC,C4 THERAPEUTICS INC,CMN,12529R107,1675,0,283952
G2573,G006,FDL,FIRST TR MORNINGSTAR DIVID L,CMN,336917109,10383,0,284009
G3133,G006,SDGR,SCHRODINGER INC,CMN,80810D103,5309,0,284105
G2487,G006,TITN,TITAN MACHY INC,CMN,88830R101,11314,0,284790
G2550,G006,MRVL,MARVELL TECHNOLOGY INC,CMN,573874104,10556,0,285000
G2510,G006,CAG,CONAGRA BRANDS INC,CMN,205887102,11056,0,285700
G2707,G006,HZO,MARINEMAX INC,CMN,567908108,8923,0,285821
G1805,G006,WTFC,WINTRUST FINL CORP,CMN,97650W108,24176,0,286045
G2984,G006,CAL,CALERES INC,CMN,129500104,6376,0,286181
G1583,G006,ABT,ABBOTT LABS,CMN,2824100,31476,0,286700
G3453,G006,KAR,KAR AUCTION SVCS INC,CMN,48238T109,3741,0,286715
G2611,G006,AMRK,A-MARK PRECIOUS METALS INC,CMN,00181T107,9963,0,286879
G3661,G006,PUCK,GOAL ACQUISITIONS CORP,CMN,38021H107,2886,0,286928
G4962,G006,WKHS,WORKHORSE GROUP INC,CMN,98138J206,436,0,286974
G3159,G006,SKT,TANGER FACTORY OUTLET CTRS I,CMN,875465106,5149,0,287035
G1500,G006,HEI-A,HEICO CORP NEW,CMN,422806208,34413,0,287141
G2731,G006,HVT,HAVERTY FURNITURE COS INC,CMN,419596101,8608,0,287906
G2249,G006,LNTH,LANTHEUS HLDGS INC,CMN,516544103,14674,0,287957
G1684,G006,INGR,INGREDION INC,CMN,457187102,28205,0,288018
G1635,G006,AMN,AMN HEALTHCARE SVCS INC,CMN,1744101,29631,0,288190
G3753,G006,ACET,ADICET BIO INC,CMN,7002108,2576,0,288227
G4957,G006,MVST,MICROVAST HOLDINGS INC,CMN,59516C106,441,0,288393
G2350,G006,AA,ALCOA CORP,CMN,13872106,13113,0,288400
G1371,G006,PANW,PALO ALTO NETWORKS INC,CMN,697435105,40285,0,288700
G1556,G006,PLD,PROLOGIS INC.,CMN,74340W103,32567,0,288900
G3637,G006,NA-119,PYROPHYTE ACQUISITION CORP,CMN,G7308P101,2988,0,289286
G2437,G006,FE,FIRSTENERGY CORP,CMN,337932107,12139,0,289439
G1256,G006,ABBV,ABBVIE INC,CMN,00287Y109,46802,0,289600
G3615,G006,EVGRU,EVERGREEN CORPORATION,UNT,G3312W125,3057,0,289809
G1711,G006,NA-050,NICE LTD,CMN,653656AB4,27332,0,290000
G1725,G006,NA-051,TYLER TEX INDPT SCH DIST,CMN,902252AB1,26941,0,290000
G2665,G006,PHR,PHREESIA INC,CMN,71944F106,9401,0,290519
G2697,G006,BIP,BROOKFIELD INFRAST PARTNERS,CMN,G16252101,9022,0,291130
G3593,G006,MWA,MUELLER WTR PRODS INC,CMN,624758108,3133,0,291193
G1783,G006,GIB-A.TO,CGI INC,CMN,12532H104,25082,0,291222
G1957,G006,XLU,SELECT SECTOR SPDR TR,CMN,81369Y886,20564,0,291700
G5654,G006,NA-254,SDCL EDGE ACQUISITION CORP,WTS,G79471127,35,0,292275
G2340,G006,MRTX,MIRATI THERAPEUTICS INC,CMN,60468T105,13262,0,292698
G1355,G006,PKI,PERKINELMER INC,CMN,714046109,41052,0,292771
G1339,G006,SNOW,SNOWFLAKE INC,CMN,833445109,42028,0,292800
G1074,G006,LOW,LOWES COS INC,CMN,548661107,58397,0,293100
G3248,G006,VRE,VERIS RESIDENTIAL INC,CMN,554489104,4673,0,293364
G1703,G006,IRTC,IRHYTHM TECHNOLOGIES INC,CMN,450056106,27496,0,293548
G2797,G006,HCP,HASHICORP INC,CMN,418100103,8045,0,294291
G1433,G006,PKG,PACKAGING CORP AMER,CMN,695156109,37686,0,294634
